received_at,shortcode,platform,url,author,tag,title,one_liner,caption,key_points,transcript,has_video,image_count,recipe_ingredients,recipe_instructions,recipe_prep_time,recipe_servings,sent_in_newsletter
2026-06-08T05:00:19+00:00,fbs1D3TAg4Hui,facebook,https://www.facebook.com/share/r/1D3TAg4Hui/?mibextid=wwXIfr,Annaberlin.writes,other,Atlantis (2001) Inspired Book Recommendations,A librarian recommends four books matching the themes of the animated film Atlantis.,"Part of the Cult Classics series, Atlantis (2001) came up multiple times in my recent Shows → Books requests video, and I couldn’t agree more. My original dvd is still floating around somewhere in The Library… I’ll get my Chief of Security on that, as soon as he finishes his nap 🐾

Book List:
To Sleep in a Sea of Stars, Christopher Paolini
The Adventures of Amina al-Sirafi, Shannon Chakraborty
The Starless Sea, Erin Morgenstern
The Stardust Grail, Yume Kitasei",'To Sleep in a Sea of Stars' for lost civilization and ancient tech vibes | 'Adventures of Amina al-Sirafi' for misfit crew adventures and daring artifact hunts | 'The Starless Sea' for scholars uncovering secrets in a mysterious world | 'The Stardust Grail' for archaeological mysteries set in space,"You're looking for Atlantis book recs? I have you covered. If you're wanting more lost civilization, ancient tech, and big discoveries, you need to sleep in a sea of stars. But if you're looking for misfit crew adventure, artifacts, and daring deeds, The Adventures of Amina al-Sarafi, maybe you're more scholar with a dream discovering secrets in an impossible world, that's The Starless Sea. But if you really just want the archaeological mysteries of Atlantis but in space, you should read The Stardust Grail. Thank you for visiting the Bridge Library and follow for more writer-approved book recs.",yes,0,,,,,2026-06-12
2026-06-03T09:30:08+00:00,DZGHb0-O2jz,instagram,https://www.instagram.com/reel/DZGHb0-O2jz,Alchemist,psychology,"Clarity Comes From Action, Not Waiting","Inaction stems from fear of uncertainty, but motion and decisions are what create clarity and progress.",#fyp #foryoupage,You don't wait for clarity — execution is what produces it | Fear that failure won't serve you is the root of inaction | Destruction and setbacks can propel you into the next stage | Only a decision followed by action moves time forward,"Your lack of action comes from your insatiable desire to understand what's going to happen next. To know how the chips are going to fall. You crave clarity, but clarity comes through execution. You don't wait for clarity to show up. Motion creates momentum, and you are trying to create something from nothing. You know what I think the real problem is? I think you don't have faith that even if things were to fall apart it would serve you. That the things that would break and crash and come crashing to the ground, you can't see far enough ahead to understand that destruction can also serve you. The things that you are afraid might happen might need to happen so that they can propel you into the next stage. The only thing that pushes time forward is a decision and follow through. So do it. That's it.",yes,0,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DX8xw6BFvPF,instagram,https://www.instagram.com/p/DX8xw6BFvPF,aipagedaily,marketing,7 Claude Prompts to Sell Digital Products on Instagram,"Seven fill-in-the-blank Claude prompts to ideate, build, and sell digital products on Instagram.","🤖💰 AI tools like Claude are increasingly making advanced digital marketing more accessible, helping users generate content strategies, product concepts, sales copy, and Instagram growth ideas.

Even so, real results still depend on personal storytelling, genuine engagement, and steady execution rather than quick wins or automated shortcuts.

This shift is also widening access, allowing capabilities that were once limited to agencies and large teams to now be used by individuals with just a smartphone and social media account.

Don’t forget to SAVE this for later! ✅

#ai #artificialintelligence #aitools #aihacks #chatgpt","Prompt 1 generates top 5 profitable digital product ideas ranked by ease of creation and income potential for your niche | Prompt 2 builds a full product outline with name, subtitle, table of contents, and a quick win for buyers | Prompt 3 writes 5 Instagram bio options under 150 characters that convert without sounding salesy | Prompt 4 creates a 9-slide carousel with viral hook, value content, myth-bust, social proof, and soft CTA",,no,5,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DX9vUA2geyz,instagram,https://www.instagram.com/p/DX9vUA2geyz,Sociyell | Social Media Management & Growth,marketing,Claude + Canva Workflow for Viral Carousels,"Use Claude to build narrative structure first, then design in Canva for high-completion carousels.","Watched someone spend 4 hours designing a carousel in Canva yesterday.

Custom graphics. Perfect color matching. Smooth animations. Posted it.

147 likes. Average swipe-through probably 2 slides.

Why? Because they started with design. Not flow.

The structure was: 

Slide 1 hook → Slide 2-9 random tips → Slide 10 CTA. 

No tension. No curiosity thread. No reason to keep swiping after slide 3.

Pretty can’t save broken flow.

Our process: Claude builds skeleton first (hook testing, tension structure, curiosity gaps, value progression). 

Refines copy (removes generic, adds personality, checks momentum). Then Canva translates structure to visuals (hierarchy, rhythm, variety).

Strategy → structure → design. In that order.

Completion rate is what triggers distribution. Not how nice slide 5 looks.

Comment 🔄 below.
.
.
.
#ClaudeCanva #ViralCarousels #CarouselStrategy #ContentFlow #ClaudeAI CanvaDesign CarouselTips ViralContent ContentStrategy EngagementStrateg","Beautiful design flops without flow — weak hooks and no tension cause users to stop swiping by slide 3 | Start in Claude: generate scroll-stopping hooks, contrarian angles, and a 10-slide tension-to-CTA structure | Each slide must build momentum toward the next, not just contain information | Design in Canva last — strategy → structure → design is the order that drives completion rates",,no,5,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DXxHB6Yj4kF,instagram,https://www.instagram.com/p/DXxHB6Yj4kF,Connor Rutherford,marketing,Use Claude to Build a $16K Ebook Business,A 4-step system using Claude AI to create and sell digital products on Instagram for passive income.,"Follow and comment “info” and I will send you my free training 

#digitalmarketing #digitaldropshipping #laptoplifestyle","Pick an evergreen niche (money, luxury, motivation, relationships, entertainment) that always gets views | Use Claude's 'Digital Product Builder Prompt' to generate a full ebook, PDF guide, or course in 10 minutes | Build a faceless Instagram page around the product with a brandable name, clean bio, and single niche | Create content fast using Claude for scripts, Pexels for visuals, Opus for clips, and Edits for subtitles",,no,5,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DXz7B7MEQZL,instagram,https://www.instagram.com/p/DXz7B7MEQZL,Hetal Patel,psychology,Wrong Relationships Reveal Who You Really Are,Dating the wrong person exposes your unexamined patterns and ultimately sharpens your self-awareness.,"May this find the right people ❤️🫶🏾

#substack #substackwriter #substackcommunity #relationships #heartbreak","The wrong person acts as an honest mirror, revealing blind spots like over-investing early and tolerating misalignment too long. | What looks like a flaw is often an unexamined coping pattern — they didn't create it, they revealed it. | Being with the wrong person clarifies your non-negotiables in a way no theory ever could. | The value isn't in the mismatch itself, but in the self-awareness it forces you to develop.",,no,5,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DY4no4nDEJ5,instagram,https://www.instagram.com/p/DY4no4nDEJ5,Grow Channels,ai,3 Claude Prompts to Grow a YouTube Channel,"Use Claude AI with 3 specific prompts to find niches, analyze competitors, and generate viral YouTube video ideas.","Comment “CLAUDE” to get the full PDF guide 👇🏼

Disclaimer: Information shared here is for educational purposes only. Individuals and business owners should evaluate their own business strategies, and identify any potential risks. The information shared here is not a guarantee of success. Your results may vary.",Find a niche using NexLev: target competitors under 100k subs but pulling 500k+ views/month | Prompt #1 (Channel Forensics): assign Claude the role of Elite YouTube Title Strategist to reverse-engineer viral patterns | Prompt #2 (Competitor Research): feed Claude a PDF channel blueprint with view counts and title data for deep analysis | Prompt #3 (Viral Video Ideas): provide Claude two documents — channel blueprint + top video analysis — to generate new high-potential video concepts,,no,5,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DYRgD1XjDn0,instagram,https://www.instagram.com/p/DYRgD1XjDn0,Manifestation | Abundance | Mindset,psychology,Naikan: The Japanese Method That Dissolves Depression,"The 1940s Japanese Naikan practice cures depression by forcing honest accounting of what you gave, received, and took.","Most people are living
inside a story
where they gave more
than they received.

Where they were less seen
than they deserved.

Where the people around them
failed to meet their needs.

Some of that is true.

All of it is incomplete.

Japanese psychologists
developed a method
in the 1940s
that produced complete remission
of depression in patients
who had not responded
to any other treatment.

It is called Naikan.

And it works
by asking three questions
about every significant relationship
in your life.

What did this person do for me.
What did I do for them.
What trouble did I cause them.

The third question
is where most people go silent.

Because the honest answer
is almost always
more than they expected.

And the second question
is where most people discover
their giving
was smaller than their memory
made it.

The victim narrative
requires enormous energy
to maintain.

Every day
you must remember the evidence.
Rehearse the justifications.
Protect the story
from anything
that contradicts it.

Naikan dissolves the narrative
not by denying the harm
but by restoring the context
the pain removed.

When you see clearly
that you were also loved.
That you also caused harm.
That you were also given to.

The story of being
only wronged
becomes impossible to sustain.

And the energy spent maintaining it
comes flooding back.

Clinical research
at Kyushu University found
that patients who completed Naikan
showed significant reduction
in depression
and measurably improved
relationship quality.

Not because their relationships changed.

Because they did.

Don’t lose this page.
Follow @soulmindhub 

📚 VERIFIED SOURCES
• Yoshimoto, I. — Naikan (2006)
• Reynolds, D. — Naikan Psychotherapy (1983)
• Krech, G. — Naikan (2002)","Naikan asks three questions per relationship: what did they do for me, what did I do for them, and what trouble did I cause them | Most people discover their giving was smaller than memory suggests and their harm caused was larger than admitted | The victim narrative drains energy daily to maintain — Naikan dissolves it by restoring context pain removed | Kyushu University research found Naikan produced significant depression reduction and improved relationship quality",,no,5,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DYpcDUviOOm,instagram,https://www.instagram.com/p/DYpcDUviOOm,Jefferson Isesele | Branding Coach,psychology,Fear vs. Desire: How to Know Your Answer,"If you're hunting for reasons not to do it, do it — if you're hunting for reasons to do it, don't.","Love,
Your Coach","Seeking reasons to avoid something signals fear negotiating you out of the right choice | Seeking reasons to justify something signals desire building a case against what you already know is wrong | Fear tries to talk you out of alignment; desire tries to talk you into chaos | The answer lies not in how badly you want it, but in how honest you're willing to be about why you're still debating it",,no,3,,,,,2026-06-05
2026-05-30T21:08:57+00:00,DYxmNf_jL5z,instagram,https://www.instagram.com/p/DYxmNf_jL5z,Manifestingblisss,psychology,The Greek Technique That Banned Fear of Failure,Ancient Greek athletes used 'prokatalēpsis' — deliberately imagining defeat — to neutralize fear and unlock peak performance.,"Long before neuroscience explained fear, Greek athletes discovered something dangerous:

The fear of failure weakens the body before failure ever happens.

So before competition, they practiced a ritual later banned for creating an “unfair mental advantage.”

The athlete would imagine losing. Fully. Painfully.

Not to suffer — but to remove fear of its charge.

Modern neuroscience now calls this exposure reconsolidation.

When the brain stops resisting a fear, the amygdala quiets down. Cortisol drops. The nervous system exits survival mode.

And what returns is powerful:

Clarity. Instinct. Flow.

Most people aren’t defeated by reality.
They’re defeated by rehearsing fear every day.

Try this tonight:

Accept the loss for 60 seconds.
Then repeat:

“What remains after fear is my true form.”

🎵 Comment “BRAIN” and I’ll send you the frequency tool built around this exact pathway.

#Neuroplasticity #Neuroscience #FearOfFailure #MentalStrength","Greek athletes practiced prokatalēpsis: vividly imagining losing the night before competition to drain fear of its emotional charge | The amygdala cannot sustain fear for outcomes the conscious mind has already fully accepted, quieting cortisol and exiting survival mode | Modern neuroscience calls this 'exposure reconsolidation' — rewiring fear responses by confronting rather than avoiding the feared outcome | Chronic fear states elevate cortisol and suppress T-cell production, degrading clarity, health, and flow",,no,5,,,,,2026-06-05
2026-05-30T16:53:22+00:00,DYbxJxlBEaZ,instagram,https://www.instagram.com/reel/DYbxJxlBEaZ,Sebastian Scales,psychology,You're Safe — Just Post It,Stop letting fear of judgment suppress your creativity; you're already safe no matter what people think.,Genuinely everytime I create and then don’t put it out I feel my soul constricting. And everytime I post I feel that pressure release.,"Constantly scanning for others' negative reactions wastes precious mental energy and is just a habit, not a real threat | It's not unsafe for people to dislike you or change their minds about you — you've survived all judgment so far | The freedom is in posting frequency: create so often you can't dwell on what underperformed | People who will love the real you can't find you until you actually put yourself out there","I'm just constantly forgetting I'm safe, over and over and over again. Every time I worry about what somebody thinks about me, I'm forgetting that I'm safe in whatever it is that they think. I keep casting my infinitely valuable mental energy and attention onto what people might be thinking about me negatively. Just out of habit, there's so much momentum behind doing this constantly with basically whoever I happen to interact with. Every text I send gets run through some sort of scanning system for potential ways it could be misinterpreted and the person who I'm texting, whoever it happens to be, might not like me anymore. But it's not unsafe for people to change their minds about you. It's not unsafe for people to not like you anymore. You're so loved by so many people and you keep shutting down your creativity because of what the people who don't love you think. All the people that will discover you from you being yourself can't discover you until you put yourself out there. So what the fuck are you waiting for? You're not doing it in the name of what are people who don't like you gonna think or are the people that do like you, are they gonna then not like you because of what you put out there? It's like, dude, none of this is your responsibility. Your only responsibility is putting yourself out there and not not putting yourself out there out of fear. What are people gonna think? You know how much shit people have thought about you from every video you've ever posted, realistically? And you're safe? Stopped acting like the act of pressing post on any app is dangerous. It doesn't matter if nobody likes it. It doesn't matter if nobody comments. It doesn't matter if people only comment how much you suck and are weird. None of that, all of that is fine. And when you're creating at a frequency in line with your authenticity, consistently creating, you can't even remember. You're not watching one video, posting one video a month and monitoring it to see how it does. Dude, the freedom is in the frequency. The freedom is in the frequency of posting. Imagine just fucking constantly letting it rip. Letting it rip to the point where you can't even remember. You can't even dwell on the videos that underperformed because you're on to the next one, dude, every day, every day. It's not like you don't have the energy to create every day. What are you waiting for? There's never gonna come a time when you can enjoy yourself There's never gonna come a time when you can ensure that you won't be judged. And you've already been judged more than you can even know. And you've been safe in all of it. People judging for shit that you haven't even considered. You have a video like this, you know you want it to come out. Don't, don't, don't just sit on this shit, man. Hey, you from the future, now, don't just keep recording shit, feeling good about it and then not putting it out. You're safe in putting it out. You're safe in whatever you put out.",yes,0,,,,,2026-06-05
2026-05-30T16:46:39+00:00,DWLKtlPBVwJ,instagram,https://www.instagram.com/reel/DWLKtlPBVwJ,Kristen Shea | Identity & Visibility Coach,marketing,Fear of Being Seen Is an Identity Problem,Unresolved childhood wounds create a 'matrix identity' that blocks authentic visibility and business growth.,"What’s happening in the quantum field when you’re afraid to be seen:

The fear of being seen is one of the deepest collective wounds of humanity, one that is being collectively purged - this is why so many feel this deep call to be seen even when it’s their biggest fear. 

That deep call is your soul, guiding you toward your highest path and your soul’s liberation - authentic visibility is a matrix loophole, because it heals the core of all that is holding you back, so you can access your authenticity. 

Authenticity is the highest frequency; it transcends time and space, it magnetizes all that is for you to you. The fear of being seen isn’t just about being seen in public; it is a fear of being yourself, and it impacts every area of your life. 

After working with thousands, I have found the same core wounds underneath that fear: Fear/scarcity, shame, guilt, unworthiness, unchosen, anger/rage, abandonment, rejection, and betrayal. 

These wounds are shaping your identity and your entire reality, which is why when you clear the fear of being seen, you quantum leap into new realities. 

They usually start in childhood and get reinforced in adulthood. Rejection. Humiliation. Isolation. Being told you’re too much or not enough. So you begin to think, “I have nothing to say.” “Everyone else already said it.” “I’ll say it wrong.” “People will judge me.” “I don’t want to be seen.” 

Money feels unstable > Feast and famine cycles.�You crave love and community > Feel alone/stuck in misaligned relationships.�You try to lose weight, improve your health > Your body holds what you won’t express. �You do the healing work > You still feel trapped in the same loop.

The fear of being seen is not a content problem; it’s an identity fracture caused by trauma that has made it unsafe to be who you are. 

In my Visibility 360 Method, we clear the core wounds and shift the identity to your authentic soul-self, then we create aligned and authentic personal brands, messages, and content that magnetize people, opportunities, and expansion effortlessly. 

Comment “999” for more info on my process!

#quantum #identity #visibility #fearofbeingseen #businesscoach","Fear of being seen is rooted in core wounds — shame, unworthiness, rejection, betrayal — formed in childhood and reinforced in adulthood | Being visible (posting content) is not the same as being seen; true visibility requires an authentic identity, not just more output | Unhealed wounds in your 'energy field' attract scarcity, isolation, and stagnant business results | The Visibility 360 Method clears emotional wounds, shifts identity to an 'authentic soul-self', then builds aligned personal brand and content","I'm going to show you what's happening in the quantum field when you have a fear being seen because the fear of being seen is impacting every single area of your life. So this is Jane and this blue circle is Jane's energy field. Inside her energy field is her internal world which is creating her external reality. And then a little further out we have the infinite potential of the quantum field. This is where everything already exists as a possibility. Fear of being seen is the fear of being yourself. This means that at some core level you believe it is not safe to be who you are. To say the thing you want to say, do the thing you want to do, to express what it is that you're here to express. This isn't just about your public perception and getting on stage or even posting content. The fear of being seen is the fear of being yourself which shows up in every area of your life. And being visible does not equal being seen. Those are two very different things. I have a lot of clients come to me and will say, I'm posting content, I'm doing the things and nothing is working. They are visible but they are not seen because they are still operating from wounding. And this fear starts in childhood. And this starts with most of my clients. I see shame, unchosen and unworthiness, fear, betrayal, anger, humiliation and trauma. These imprints are the most common things that are sitting in someone's energy field. And what you don't realize is that all of these wounds and experiences from your childhood aren't just wounds and emotions. They have shaped and formed your identity. And I call this the matrix identity. It's your survival identity. Who you had to become in order to be safe in the world. The other side of the fear of being seen, we have authenticity. This is the highest vibrational frequency that exists on our planet. It transcends all limitations and absolutely collapses timelines. It is magnetic, so it filters the field for you, automatically attracting what is meant for you and repelling what isn't. It cannot be duplicated or copied. It is your own unique signature. And it is a truth that is aligned mind and body. It is a state of being. So there's no trying, attracting, forcing. You are authentically yourself. It is a state of being that can only be developed through identity. And your identity has so far been shaped by wounding and traumatic experiences from your childhood, as well as programming. The first step in activating your authentic identity, so you can overcome the fear of being seen, is to do the emotional healing of the wounds, traumas, and experiences that are living in your field. I do this with my clients through energetic, emotional, and somatic healing, as well as addressing the three parts of the conscious mind. As you do this, you move into phase two, which is the identity shift. This is where your thoughts, your beliefs, and your personality begin to shift back to truth. Your behaviors, your expression, and your actions all begin to align with your truth, your authenticity, who you were always meant to be before the world told you who it was safe to be. Since everything already exists in the quantum field, your state of being dictates what you experience. So if you have all of these wounds and emotions that are unresolved in your field, you will likely attract and experience scarcity, isolation, feeling powerless, lost, confused, chronic health issues. As you heal and you shift your identity, you are going to magnetize your dreams and your desires effortlessly. Love, abundance in all forms, money, time, freedom, joy, all the things that you want to experience. Essentially, your heaven on earth will be magnetized to you.",yes,0,,,,,2026-06-05
2026-05-29T01:03:09+00:00,DX-VM41hUdJ,instagram,https://www.instagram.com/reel/DX-VM41hUdJ,Kay ☀️ Money Loops + Identity Rewiring,psychology,Why Your Body Rejects Big Money,"Your nervous system treats unfamiliar wealth like danger, triggering an identity loop that pushes money away.","Your nervous system does not know the difference between $30k/month and danger. 😵‍💫

That is not a mindset problem. 
That is an identity loop running on autopilot.

Comment MONEY and I will send you the link to the money mirror so you can break that loop!

#moneyfrequency #mindset #identityshift","The discomfort of imagining $30k/month is a nervous system safety response, not a character flaw | An old identity loop activates when money arrives and compels you to get rid of it | The specific loop (e.g. self-trust issues) shows up across multiple life areas, not just finances | Breaking the loop requires identifying it, then upgrading your identity to feel safe holding money","Ah, wouldn't it be nice to make $30,000 per month? Hand me the money, you think. Okay, let's give it a try. Let's see if you can hold that money. I want you to sit down, close your eyes, don't drive. And then I want you to move that money into your body. You take that money from here in your mind and put it right here in your chest. Now, one of two things can happen. Either it feels good, sparkly, uncomfortable. Why does it feel uncomfortable now? Because as long as you say I want, you separate it from your reality. I want is safe. You don't have it yet. You're dreaming about it. Why this is danger? Because it's new. Because it's not familiar. Stop. Here's what to do. Number one. Realize that there is an old identity of you that does not feel comfortable with holding money. Literally, your body reacts with a feeling of not feeling safe. That's an old identity. It has nothing to do with character or that you deserve it. Second, that old identity runs a loop. And that is every time when a chunk of money comes in, the old identity is activated, doesn't feel safe and wants to get rid of it. You want the money, but the identity of you that needs to hold it in order to keep it is not used to it. So the loop is running and the loop says get rid of it. So you have to find out what kind of loop is this. For example, it could be that you don't trust yourself that you can handle money. And that loop, for example, trusting yourself, will show up in other situations in your life as well. So you have to break that loop. And once you do that, you can upgrade your identity and money will love you. And you love money. You can hold it and you can multiply it. You're thinking, what the heck, where's the fast track? And I will send you the link to the money mirror and it will show you exactly what loop is running and how you break it.",yes,0,,,,,2026-05-29
2026-05-29T00:26:44+00:00,DY3ZDcRq9Vy,instagram,https://www.instagram.com/reel/DY3ZDcRq9Vy,Heal with Aishu 🫶,psychology,Retrain Your Brain to Stop Obsessing Over Someone,A 30-second morning self-love method to rewire amygdala fear responses around abandonment and obsessive thinking.,"And remember, human beings are biologically wired for connection, co-regulation, love, attachment, community, etc. We are NOT meant to “self-love” ourselves into isolation or stop needing people.

This advice is more for people whose thoughts/ attachment are becoming so consuming that it’s affecting their ability to function, regulate, or feel emotionally safe within themselves day-to-day.
The goal isn’t “don’t need humans or love.”
Quite the opposite actually! The goal is: “I can deeply love/connect with someone without my nervous system collapsing if they pull away!”
Healthy connection is beautiful 🤍 Co-regulation is beautiful 🤍 (and IS coming into your life soon)
Love is beautiful 🤍 and the most powerful thing in this universe!

Emotional dependence that destroys your ability to live/function peacefully is usually a sign there’s deeper nervous system healing needed too. And this method is mainly directed towards helping when healing is needed for day-to-day function :)

try this for 30 days and start noticing the difference 🥹🫶 The thoughts won’t fade
immediately, but eventually you may go a few hours without thinking about them, then a day, then two, then a week — and life gets easier.
The more love = the stronger the effect. Hope
this helps my loves. #manifestation #growth #healing #divinefeminine #focus","The amygdala flags abandonment as danger (wired in ages 0–6), triggering stress chemicals that force repetitive thoughts about a person | The brain is most neurologically malleable in alpha/theta/delta states — right at waking, falling asleep, or in deep meditation | Method: the moment you wake up, spend 30 seconds speaking to yourself with extreme tenderness (as if to a baby) to retrain the abandonment fear response | After 30 days, obsessive thoughts gradually fade — first hours, then days, then weeks apart","If you can't stop thinking about that specific person and you want to stop thinking about that specific person, here is a 30 second low effort way for you to start transitioning into focusing on your own life. And of course, if you know anything about my videos, we always start with the science first and then we go into the method. So let's talk about why you're thinking about them and why this is relevant. There is this cute little thing in your brain called the amygdala, which is a fear response center in your brain. And this amygdala is specifically designed to override your conscious brain when you are in danger. And somewhere between the ages of zero and six, when your brain was developing, your amygdala had flagged being abandoned as being in danger. Meaning at some point, you did not get the affection and love that you craved or deserved at that young age. And so your amygdala has been trained to believe that abandonment means danger. So now here is the perfect person that comes into your life and shows you all this love and affection. And your brain is like, oh, we need to get our body out of danger. We need to figure out how to get that person. Please keep thinking over and over again about this person until we figure out a solution to get this person into our lives. So it tells our hypothalamus to send out stress chemicals into your body and tells your brain, hey, keep thinking, find a solution, find a solution, find a solution, find a solution. Think about this person over and over again so that you are never alone so we can get out of danger. So this method is going to retrain your amygdala so it doesn't flag being alone or not having this person as being in danger. But also, that's not a small feat. Remember, this is years of conditioning. So how do we retrain something that's so core coded into your nervous system? Well, we use this lovely little thing called the alpha state brain frequency, where brain functions at one of five different frequencies at a given time, gamma, beta, alpha, theta, and delta. Now, gamma is when you're actively thinking, problem-solving, and beta is probably what you're at right now because you're just processing information. Now, when your brain is in alpha, theta, and delta, now remember, delta is when you're deep asleep and your brain is processing all the information, those three frequencies are when your brain is the most adjustable to any kind of information. And your brain is at those frequencies at one of three different times, right when you're waking up, right when you're falling asleep, or when you're in a deeply meditative state. That's why they say when you're trying to learn something, pulling an all-nighter doesn't work because you need your brain to deeply process that information. But we can now use this to our advantage because we are going to pour love into ourselves to retrain our amygdala to not be afraid of being abandoned during that crucial period, right when you're waking up, right when you're falling asleep, or when you're in a deeply meditative state. And the easiest time is right when you're waking up. So here's the method. Right when you wake up, literally as you gain consciousness, I want you to close your eyes again. And when you close your eyes, I want you to speak to yourself extremely lovingly as if you're talking to a baby for 30 seconds straight. For example, being like, good morning. Good morning, Aishu. I love you. I love you so, so much, you beautiful, beautiful soul. I love your hair. I love your smile. I love every single thing about you. You are the most deserving person of love. You are the most deserving person of someone to yearn for you. I love you so, so, so much. I love you.",yes,0,,,,,2026-05-29
2026-05-26T09:09:30+00:00,DYwzNAbiY1J,instagram,https://www.instagram.com/reel/DYwzNAbiY1J,Jaden Young • Content Strategist,marketing,The Triangle of Yapping Framework,A 3-part framework to structure talking-head videos that actually get views.,"The Triangle of Yapping

#yap #contenttips","Start with T/T (Thought or Topic) — drop viewers into the middle of a conversation, skip the intro fluff | Add MAES (Metaphor, Analogy, Example, or Story) to make any boring topic engaging | End with A/N (Application or Next Steps) so viewers know exactly what to do after watching | Combining all three parts gives your videos a repeatable structure that drives retention and results","The reason you can't yap on camera is because you don't have a framework for yapping on camera. And having a framework is the exact reason you can scroll and see yapping videos that get views like this and generate claims like this, but then as soon as you try, this is what it looks like. Hey guys, welcome back to another video. So today the topic I want to talk about is sales. Sales is super important. Nobody is watching that. So let me introduce you to the triangle of yaps. This triangle has three parts and when you do all of these parts together, it creates a framework for you to be able to yap on camera much better than you currently are. By the way, these yapping videos are generating a crap ton of money for entrepreneurs, so I recommend you save this video. Piece number one to the triangle of yaps. The first thing that should come out of your mouth is not this, Hey guys, welcome back. It's Jayden again. Nobody cares about that. So here's where we introduce T or T, which stands for thought or topic. The first thing that comes out of your mouth should be the very thought or topic around exactly what you want to speak about in that video. It should almost feel like you're starting in the middle of a conversation. Part two for this triangle really helps out for those of you who don't know how to make your boring topic interesting. So let me introduce M A E S metaphor, analogy, example, or story. So based off of your thought or topic that you started the video with, you should then instantly go into an example, a thought, a story, or an analogy. Literally what I did at the beginning, which then leaves you to the last point on this triangle. If you made it this far, I got some really dope sauce for you. Comment down below sauce. I got you. Which is A or N. A stands for application. N stands for next steps. Stop just talking about stuff in your videos and then people don't know what to do after watching your videos. It should be extremely clear as to what they should be doing. That doesn't always mean doing the comment down below. Sometimes it means just telling them to go and execute on something. So either help them with the application of what you said or help them with their next steps. Now, if you actually leverage this triangle of the apps, it's likely that your videos will go from this to probably this. And then like, honestly, you'll probably just come back and thank me later.",yes,0,,,,,2026-05-29
2026-05-22T22:27:21+00:00,DYW5O2cofkl,instagram,https://www.instagram.com/reel/DYW5O2cofkl,Lana Kearney Social,marketing,Content Hacks Are Fake — Learn Fundamentals Instead,Viral content 'hacks' are made-up nonsense; real growth comes from mastering content fundamentals.,Just spilling tea I shouldn’t be spilling on content tips,"Common tips like VPN posting, copying links to Google, and tagging big creators are fabricated and don't work | There is no magic posting time, secret hashtag formula, or algorithm trick that drives real results | People chase hacks because certainty feels safer than skill-building, but fundamentals are faster long-term | Real growth comes from knowing what to post, how to position yourself, and how to optimize your videos","I absolutely should not be telling you these things but fuck it. Immediately after you post a video copy the link and paste it into a google search because that is going to signal external search demand and tell the algorithm that your content is going to bring people to the app. Use a VPN when you post and set it to a really densely populated location like LA or New York because the algorithm uses location data to distribute your content and you'll reach a wider audience pool initially. When you post to your stories no video should be longer than 13 seconds long because the data tells us that that's the maximum drop-off point and the algorithm really rewards story completion rate. This one's kind of massive right? Whenever you go to post your video before you post it put text on the screen and tag the accounts of big creators in your niche then shrink it down and swipe it off to the side because that is going to tell the algorithm to send your content to fans and followers of those accounts. The reason I shouldn't be telling you these things is because they're all a pile of balls and I made them up because people are so desperate for content hacks instead of actually learning how content works. There is no magic posting time or secret hashtag formula or any settings that you need to activate to make your content perform better. It's like everything else in life you know that magic face cream isn't going to transform your skin and that one item of clothing that you so desperately need that's not going to transform your personal style but I get it because people want certainty because certainty feels safer and easier than skill building. Growing your account and getting the results you want is not about hacks it's about learning the fundamentals of how content works, knowing what content you should be creating, what topics to post about, how to position yourself, how to optimize your videos as best you can and that is good news because none of that stuff is difficult and when you figure all of that out then you don't chase these ridiculous hacks every five minutes. It's genuinely quicker and easier to just learn that stuff and I know that to be true because I teach content creators how to do this in the content club which is my course on community and I have seen thousands of content creators go through that come out the other side and get results finally.",yes,0,,,,,2026-05-29
